time_s,lat,lon,ele_m,speed_kmh,dist_m,brake,event,speed_m_s
0,-7.286449,112.631457,23.5,87.34380822560082,16.776462307589558,False,,24.262168951555783
1,-7.286484,112.631739,23.0,60.5325210155146,48.122740612224064,True,,16.814589170976276
2,-7.2865035,112.6319535,23.125,70.41163598085143,71.88059121276807,False,,19.55878777245873
3,-7.286523,112.632168,23.25,80.42361482447959,95.63844181331206,False,,22.339893006799883
4,-7.2865302,112.6322714,23.35,0.0,107.07121240642994,True,,0.0
5,-7.286537399999999,112.6323748,23.45,0.0,118.5039829995478,False,,0.0
6,-7.2865446,112.6324782,23.55,0.0,129.93675359266567,False,,0.0
7,-7.2865518,112.6325816,23.65,0.0,141.36952418578355,False,,0.0
8,-7.286559,112.632685,23.75,0.0,152.80229477890143,False,,0.0
9,-7.286562,112.63272666666667,23.75,15.498130917747718,157.4100915377641,False,,4.3050363660410325
10,-7.2865649999999995,112.63276833333333,23.75,23.32623267558098,162.01788829662675,False,,6.479509076550272
11,-7.286568,112.63281,23.75,35.40755830144489,166.6256850554894,False,,9.835432861512468
12,-7.2865785,112.6329395,23.75,47.75098042170407,180.95677688885144,False,,13.26416122825113
13,-7.286588999999999,112.633069,23.75,63.780843179388285,195.28786872221343,False,,17.71690088316341
14,-7.2865994999999995,112.6331985,23.75,72.29197435155868,209.61896055557546,False,,20.081103986544075
15,-7.28661,112.633328,23.75,74.8352234277747,223.95005238893748,False,,20.787562063270748
16,-7.286623,112.633467,23.5,81.41782575213679,239.3493217339014,False,,22.616062708926886
17,-7.2866325,112.633567,23.25,0.0,250.429483581047,True,,0.0
18,-7.286642,112.633667,23.0,0.0,261.50964542819264,False,,0.0
19,-7.2866515,112.63376699999999,22.75,0.0,272.5898072753382,False,,0.0
20,-7.286661,112.633867,22.5,0.0,283.66996912248385,False,,0.0
21,-7.2866684,112.6339452,22.35,15.136726357229326,292.33434813375015,False,,4.20464621034148
22,-7.2866758,112.6340234,22.2,26.277623366023313,300.99872714501646,False,,7.299339823895364
23,-7.2866832,112.6341016,22.05,33.61949727887371,309.66310615628277,False,,9.338749244131586
24,-7.2866906,112.6341798,21.9,49.58525874119661,318.32748516754907,False,,13.773682983665726
25,-7.286698,112.634258,21.75,61.771977903796824,326.9918641788154,False,,17.158882751054673
26,-7.28670925,112.63445525,21.5625,72.19035596074065,348.7838620488486,False,,20.052876655761292
27,-7.2867205,112.6346525,21.375,75.83488780511485,370.57585991888186,False,,21.0652466125319
28,-7.28673175,112.63484975,21.1875,73.98204780123868,392.3678577889151,False,,20.55056883367741
29,-7.286743,112.635047,21.0,80.57054278596198,414.15985565894835,False,,22.38070632943388
30,-7.286692,112.635175,21.0,84.88574547658953,429.37424349464555,False,,23.579373743497094
31,-7.286677,112.635269,21.0,63.089725384084545,439.8754586169346,True,,17.52492371780126
32,-7.286681,112.635382,21.0,77.48911736179346,452.34694341803464,False,,21.524754822720407
33,-7.286691,112.635465,21.0,62.16582395583015,461.5688699682661,True,,17.26828443217504
34,-7.2868010000000005,112.6354495,21.375,33.297494964143986,473.91921043174824,True,,9.249304156706662
35,-7.286911,112.635434,21.75,33.297494964143986,486.26955089523034,False,,9.249304156706662
36,-7.287064714285714,112.63540814285714,22.25,49.2116541480035,503.5981005017276,False,,13.66990393000097
37,-7.287218428571428,112.63538228571429,22.75,49.41592424055522,520.9266501082249,False,,13.72664562237645
38,-7.2873721428571425,112.63535642857143,23.25,51.5196064973051,538.2551997147222,False,,14.31100180480697
39,-7.287525857142858,112.63533057142858,23.75,63.74323737509682,555.5837493212193,False,,17.706454826415783
40,-7.287679571428572,112.63530471428572,24.25,69.79417669179878,572.9122989277166,False,,19.38727130327744
41,-7.287833285714286,112.63527885714286,24.75,76.65673480580826,590.2408485342139,False,,21.293537446057847
42,-7.287987,112.635253,25.25,81.24630829382683,607.5693981407111,False,,22.56841897050745
43,-7.2881155,112.635237,26.0,21.985338781211723,621.9665135019181,True,,6.10703855033659
44,-7.288244,112.635221,26.75,21.985338781211723,636.3636288631253,False,,6.10703855033659
45,-7.288374076923077,112.63521138461539,26.76923076923077,26.464896760566855,650.8663519053508,False,,7.35136021126857
46,-7.288504153846153,112.63520176923078,26.78846153846154,34.16939708279239,665.3690749475763,False,,9.491499189664554
47,-7.2886342307692304,112.63519215384616,26.807692307692307,40.20231011702651,679.8717979898018,False,,11.167308365840697
48,-7.288764307692308,112.63518253846154,26.826923076923077,40.242978230411545,694.3745210320272,False,,11.178605064003207
49,-7.288894384615384,112.63517292307692,26.846153846153847,42.57140571374837,708.8772440742528,False,,11.825390476041214
50,-7.289024461538461,112.63516330769231,26.865384615384617,45.401910855496396,723.3799671164783,False,,12.611641904304554
51,-7.289154538461538,112.6351536923077,26.884615384615383,55.355393919171185,737.8826901587038,False,,15.376498310880883
52,-7.289284615384616,112.63514407692308,26.903846153846153,60.2338046979983,752.3854132009293,False,,16.73161241611064
53,-7.289414692307692,112.63513446153847,26.923076923076923,65.22738945766598,766.8881362431548,False,,18.118719293796104
54,-7.289544769230769,112.63512484615384,26.942307692307693,69.7647861078009,781.3908592853802,False,,19.379107252166918
55,-7.289674846153846,112.63511523076923,26.96153846153846,76.2997752415667,795.8935823276057,False,,21.194382011546306
56,-7.289804923076923,112.63510561538462,26.98076923076923,72.91697381264261,810.3963053698312,False,,20.25471494795628
57,-7.289935,112.635096,27.0,73.64264775839342,824.8990284120567,False,,20.456291043998174
58,-7.290031,112.6350932,26.65,0.0,835.5782077835847,True,,0.0
59,-7.290127,112.6350904,26.3,0.0,846.2573871551128,False,,0.0
60,-7.290223,112.6350876,25.95,0.0,856.9365665266408,False,,0.0
61,-7.290319,112.6350848,25.6,0.0,867.6157458981689,False,,0.0
62,-7.290415,112.635082,25.25,0.0,878.2949252696969,False,,0.0
63,-7.29048425,112.6350815,25.0,10.999887771227153,885.9953714178971,False,,3.055524380896431
64,-7.2905535,112.635081,24.75,29.459153113089616,893.6958175660973,False,,8.183098086969338
65,-7.29062275,112.6350805,24.5,42.12556924596029,901.3962637142974,False,,11.701547012766747
66,-7.290692,112.63508,24.25,54.51399555685212,909.0967098624976,False,,15.142776543570033
67,-7.290903,112.635079,23.5,68.53587629080691,932.5590986345969,False,,19.03774341411303
68,-7.2910796,112.6350764,23.15,80.98518761251226,952.1982164816601,False,,22.495885447920074
69,-7.2912562,112.6350738,22.8,75.17325544674902,971.8373343287233,True,,20.881459846319174
70,-7.2914328,112.6350712,22.45,69.72137556267813,991.4764521757863,True,,19.36704876741059
71,-7.2916094000000005,112.6350686,22.1,75.46001153153342,1011.1155700228495,False,,20.96111431431484
72,-7.291786,112.635066,21.75,79.98218139715719,1030.7546878699127,False,,22.21727261032144
73,-7.291937,112.635063,21.375,30.737473151690537,1047.548381848338,True,,8.538186986580705
74,-7.292088,112.63506,21.0,30.737473151690537,1064.3420758267634,False,,8.538186986580705
75,-7.2922416666666665,112.635057,20.666666666666668,50.464539182607766,1081.4322330412258,False,,14.017927550724378
76,-7.292395333333333,112.635054,20.333333333333332,61.57027259626842,1098.522390255688,False,,17.102853498963448
77,-7.292549,112.635051,20.0,73.78323433408912,1115.6125474701503,False,,20.49534287058031
