time_s,lat,lon,ele_m,speed_kmh,dist_m,brake,event,speed_m_s
0,-7.286449,112.631457,23.5,51.975435020222754,16.776462307589558,False,,14.437620838950764
1,-7.28645775,112.6315275,23.375,0.0,24.613031883748185,True,,0.0
2,-7.2864664999999995,112.631598,23.25,0.0,32.44960145990681,False,,0.0
3,-7.28647525,112.63166849999999,23.125,0.0,40.28617103606544,False,,0.0
4,-7.286484,112.631739,23.0,0.0,48.122740612224064,False,,0.0
5,-7.286490499999999,112.6318105,23.041666666666668,2.4583198118417484,56.04202414573873,False,,0.6828666144004857
6,-7.286497,112.63188199999999,23.083333333333332,12.47478093049442,63.961307679253395,False,,3.465216925137339
7,-7.2865035,112.6319535,23.125,26.99874319306447,71.88059121276807,False,,7.499650886962352
8,-7.28651,112.632025,23.166666666666668,35.40290677830326,79.79987474628273,False,,9.834140771750906
9,-7.286516499999999,112.63209649999999,23.208333333333332,42.91786499663993,87.7191582797974,False,,11.921629165733313
10,-7.286523,112.632168,23.25,57.88125678986205,95.63844181331206,False,,16.07812688607279
11,-7.286528142857143,112.63224185714284,23.321428571428573,0.0,103.80470652268197,True,,0.0
12,-7.2865332857142855,112.63231571428571,23.392857142857142,0.0,111.97097123205188,False,,0.0
13,-7.286538428571428,112.63238957142856,23.464285714285715,0.0,120.13723594142178,False,,0.0
14,-7.286543571428571,112.63246342857143,23.535714285714285,0.0,128.3035006507917,False,,0.0
15,-7.286548714285714,112.63253728571428,23.607142857142858,0.0,136.4697653601616,False,,0.0
16,-7.286553857142857,112.63261114285714,23.678571428571427,0.0,144.6360300695315,False,,0.0
17,-7.286559,112.632685,23.75,0.0,152.80229477890143,False,,0.0
18,-7.286562,112.63272666666667,23.75,10.641686408079355,157.4100915377641,False,,2.9560240022442654
19,-7.2865649999999995,112.63276833333333,23.75,23.347632168188,162.01788829662675,False,,6.485453380052222
20,-7.286568,112.63281,23.75,38.79973115179533,166.6256850554894,False,,10.777703097720924
21,-7.2865763999999995,112.63291360000001,23.75,42.11269237431275,178.09055852217904,False,,11.697970103975765
22,-7.2865848,112.63301720000001,23.75,45.60722568484515,189.55543198886863,False,,12.668673801345873
23,-7.2865931999999995,112.6331208,23.75,50.110696669438695,201.02030545555823,False,,13.91963796373297
24,-7.2866016,112.6332244,23.75,56.20991257612104,212.48517892224785,False,,15.613864604478067
25,-7.28661,112.633328,23.75,54.05078026808519,223.95005238893748,False,,15.014105630023664
26,-7.286623,112.633467,23.5,59.15840877456069,239.3493217339014,False,,16.43289132626686
27,-7.286629333333333,112.63353366666666,23.333333333333332,0.0,246.73609629866513,True,,0.0
28,-7.286635666666666,112.63360033333333,23.166666666666668,0.0,254.1228708634289,False,,0.0
29,-7.286642,112.633667,23.0,0.0,261.50964542819264,False,,0.0
30,-7.286648333333333,112.63373366666666,22.833333333333332,0.0,268.89641999295634,False,,0.0
31,-7.286654666666666,112.63380033333333,22.666666666666668,0.0,276.2831945577201,False,,0.0
32,-7.286661,112.633867,22.5,0.0,283.66996912248385,False,,0.0
33,-7.286667166666667,112.63393216666667,22.375,9.573721208266043,290.89028496520575,False,,2.6593670022961233
34,-7.286673333333333,112.63399733333333,22.25,18.881116021534584,298.1106008079277,False,,5.2447544504262735
35,-7.2866795,112.6340625,22.125,32.62687900770685,305.3309166506496,False,,9.063021946585236
36,-7.286685666666667,112.63412766666667,22.0,34.81607947566795,312.5512324933715,False,,9.671133187685541
37,-7.286691833333333,112.63419283333333,21.875,44.8794493802218,319.7715483360935,False,,12.466513716728278
38,-7.286698,112.634258,21.75,53.70344205795821,326.9918641788154,False,,14.917622793877282
39,-7.2867055,112.6343895,21.625,52.27772017586308,341.5198627588375,False,,14.521588937739745
40,-7.286713000000001,112.634521,21.5,54.45669857648582,356.0478613388597,False,,15.126860715690505
41,-7.2867205,112.6346525,21.375,51.66893356240825,370.57585991888186,False,,14.352481545113402
42,-7.286728,112.634784,21.25,52.29129630058221,385.103858498904,False,,14.525360083495059
43,-7.286735500000001,112.6349155,21.125,55.924584954960956,399.63185707892615,False,,15.534606931933599
44,-7.286743,112.635047,21.0,47.089798352670016,414.15985565894835,True,,13.080499542408337
45,-7.286692,112.635175,21.0,58.586847964528836,429.37424349464555,False,,16.274124434591343
46,-7.286677,112.635269,21.0,36.52852543472122,439.8754586169346,True,,10.146812620755894
47,-7.286681,112.635382,21.0,59.386432378323526,452.34694341803464,False,,16.49623121620098
48,-7.286691,112.635465,21.0,57.06346390193373,461.5688699682661,False,,15.85096219498159
49,-7.286764333333333,112.63545466666666,21.25,0.0,469.8024302772542,True,,0.0
50,-7.286837666666667,112.63544433333334,21.5,0.0,478.0359905862423,False,,0.0
51,-7.286911,112.635434,21.75,0.0,486.26955089523034,False,,0.0
52,-7.28697825,112.63542268750001,21.96875,8.122861873877714,493.8507913480729,False,,2.256350520521587
53,-7.2870455,112.635411375,22.1875,10.066822660861279,501.4320318009154,False,,2.7963396280170216
54,-7.28711275,112.6354000625,22.40625,13.300919752244535,509.013272253758,False,,3.6946999311790374
55,-7.28718,112.63538875,22.625,13.432511792535195,516.5945127066005,False,,3.7312532757042205
56,-7.28724725,112.63537743750001,22.84375,16.079339144273117,524.175753159443,False,,4.466483095631421
57,-7.2873145,112.635366125,23.0625,18.928710712319358,531.7569936122857,False,,5.257975197866489
58,-7.28738175,112.6353548125,23.28125,23.46600493565027,539.3382340651282,False,,6.518334704347296
59,-7.2874490000000005,112.6353435,23.5,30.097307007840342,546.9194745179707,False,,8.360363057733428
60,-7.28751625,112.63533218750001,23.71875,35.684381006088216,554.5007149708133,False,,9.912328057246727
61,-7.2875835,112.635320875,23.9375,36.3693587831756,562.0819554236558,False,,10.102599661993223
62,-7.28765075,112.6353095625,24.15625,37.25267481955075,569.6631958764983,False,,10.347965227652985
63,-7.287718,112.63529825,24.375,42.54244703314212,577.2444363293409,False,,11.817346398095033
64,-7.28778525,112.63528693750001,24.59375,43.92622660157908,584.8256767821835,False,,12.201729611549744
65,-7.2878525000000005,112.635275625,24.8125,47.53291413650958,592.4069172350261,False,,13.20358726014155
66,-7.28791975,112.6352643125,25.03125,47.68172101776329,599.9881576878686,False,,13.244922504934246
67,-7.287987,112.635253,25.25,58.49398044152138,607.5693981407111,False,,16.248327900422606
68,-7.2880512500000005,112.635245,25.625,0.0,614.7679558213147,True,,0.0
69,-7.2881155,112.635237,26.0,0.0,621.9665135019181,False,,0.0
70,-7.288179749999999,112.63522900000001,26.375,0.0,629.1650711825217,False,,0.0
71,-7.288244,112.635221,26.75,0.0,636.3636288631253,False,,0.0
72,-7.288314458333333,112.63521579166667,26.760416666666668,2.9631030982304374,644.2192705109975,False,,0.8230841939528992
73,-7.288384916666667,112.63521058333333,26.770833333333332,7.979425580069154,652.0749121588696,False,,2.216507105574765
74,-7.288455375,112.635205375,26.78125,3.1880095920483815,659.9305538067417,False,,0.8855582200134393
75,-7.288525833333333,112.63520016666666,26.791666666666668,3.468497302647773,667.7861954546139,False,,0.9634714729577146
76,-7.288596291666666,112.63519495833333,26.802083333333332,9.935980387291835,675.6418371024861,False,,2.7599945520255096
77,-7.28866675,112.63518975,26.8125,16.346534158240875,683.4974787503581,False,,4.540703932844687
78,-7.288737208333333,112.63518454166667,26.822916666666668,14.113195065184174,691.3531203982303,False,,3.9203319625511592
79,-7.288807666666666,112.63517933333334,26.833333333333332,19.194738181065826,699.2087620461025,False,,5.33187171696273
80,-7.288878125,112.635174125,26.84375,18.87276620213741,707.0644036939746,False,,5.24243505614928
81,-7.288948583333333,112.63516891666667,26.854166666666668,23.493322912678696,714.9200453418467,False,,6.525923031299637
82,-7.289019041666666,112.63516370833334,26.864583333333332,22.882806303700523,722.7756869897189,False,,6.356335084361256
83,-7.289089499999999,112.6351585,26.875,28.026251829592017,730.631328637591,False,,7.785069952664449
84,-7.289159958333333,112.63515329166667,26.885416666666668,35.44960281212412,738.4869702854631,False,,9.8471118922567
85,-7.289230416666666,112.63514808333333,26.895833333333332,38.08710391234576,746.3426119333353,False,,10.57975108676271
86,-7.2893008749999995,112.635142875,26.90625,27.455388185866603,754.1982535812075,True,,7.626496718296279
87,-7.289371333333333,112.63513766666667,26.916666666666668,38.8324314093201,762.0538952290796,False,,10.786786502588917
88,-7.2894417916666665,112.63513245833333,26.927083333333332,36.9482478962137,769.9095368769517,False,,10.263402193392695
89,-7.28951225,112.63512725000001,26.9375,42.37893372863006,777.7651785248239,False,,11.771926035730571
90,-7.2895827083333335,112.63512204166668,26.947916666666668,48.90272039656693,785.6208201726961,False,,13.584088999046369
91,-7.289653166666667,112.63511683333334,26.958333333333332,45.99533726740918,793.4764618205681,False,,12.776482574280326
92,-7.289723625,112.63511162500001,26.96875,54.09340804772196,801.3321034684403,False,,15.025946679922766
93,-7.289794083333333,112.63510641666667,26.979166666666668,54.66967004149675,809.1877451163125,False,,15.18601945597132
94,-7.289864541666667,112.63510120833334,26.989583333333332,56.41454033256496,817.0433867641846,False,,15.67070564793471
95,-7.289935,112.635096,27.0,57.799620364723076,824.8990284120567,False,,16.055450101311965
96,-7.290003571428572,112.63509400000001,26.75,0.0,832.527013677434,True,,0.0
97,-7.2900721428571424,112.635092,26.5,0.0,840.1549989428111,False,,0.0
98,-7.290140714285714,112.63509,26.25,0.0,847.7829842081883,False,,0.0
99,-7.290209285714286,112.635088,26.0,0.0,855.4109694735654,False,,0.0
100,-7.290277857142858,112.635086,25.75,0.0,863.0389547389426,False,,0.0
101,-7.290346428571429,112.63508399999999,25.5,0.0,870.6669400043198,False,,0.0
102,-7.290415,112.635082,25.25,0.0,878.2949252696969,False,,0.0
103,-7.29048425,112.6350815,25.0,15.02266272630712,885.9953714178971,False,,4.1729618684186445
104,-7.2905535,112.635081,24.75,22.44876123152344,893.6958175660973,False,,6.235767008756511
105,-7.29062275,112.6350805,24.5,39.949648612872366,901.3962637142974,False,,11.097124614686768
106,-7.290692,112.63508,24.25,52.842157324203626,909.0967098624976,False,,14.678377034501008
107,-7.2907975,112.6350795,23.875,53.63890119938373,920.8279042485473,False,,14.899694777606591
108,-7.290903,112.635079,23.5,55.09078443680574,932.5590986345969,False,,15.302995676890482
109,-7.2910501666666665,112.63507683333333,23.208333333333332,55.16372649082257,948.9250301738163,False,,15.323257358561824
110,-7.291197333333334,112.63507466666667,22.916666666666668,58.42907514135662,965.2909617130355,False,,16.230298650376838
111,-7.2913445,112.6350725,22.625,50.82702441009135,981.6568932522548,True,,14.11861789169204
112,-7.2914916666666665,112.63507033333333,22.333333333333332,57.80393673670545,998.0228247914741,False,,16.05664909352929
113,-7.291638833333334,112.63506816666666,22.041666666666668,54.91476622091643,1014.3887563306935,False,,15.25410172803234
114,-7.291786,112.635066,21.75,58.82010096460901,1030.7546878699127,False,,16.338916934613614
115,-7.2918614999999996,112.6350645,21.5625,0.0,1039.1515348591254,True,,0.0
116,-7.291937,112.635063,21.375,0.0,1047.548381848338,False,,0.0
117,-7.2920125,112.63506149999999,21.1875,0.0,1055.9452288375508,False,,0.0
118,-7.292088,112.63506,21.0,0.0,1064.3420758267634,False,,0.0
119,-7.292153857142857,112.6350587142857,20.857142857142858,10.033218191258005,1071.6664289186758,False,,2.7870050531272237
120,-7.292219714285714,112.63505742857143,20.714285714285715,14.143013556842911,1078.9907820105882,False,,3.9286148769008085
121,-7.292285571428572,112.63505614285714,20.571428571428573,18.55701764059814,1086.3151351025006,False,,5.154727122388372
122,-7.292351428571428,112.63505485714286,20.428571428571427,32.72987520393939,1093.639488194413,False,,9.091632001094275
123,-7.2924172857142855,112.63505357142857,20.285714285714285,42.833521169628234,1100.9638412863255,False,,11.898200324896731
124,-7.292483142857143,112.6350522857143,20.142857142857142,45.33218443347472,1108.288194378238,False,,12.592273453742978
125,-7.292549,112.635051,20.0,57.22579332078684,1115.6125474701503,False,,15.896053700218566
126,-7.292675200000001,112.6350524,19.7,57.52309011246892,1129.6461967516814,False,,15.978636142352478
127,-7.2928014,112.63505380000001,19.4,57.405167281104454,1143.6798460332122,False,,15.945879800306793
128,-7.2929276000000005,112.6350552,19.1,51.35504768938041,1157.7134953147433,True,,14.265291024827892
129,-7.2930538,112.6350566,18.8,49.746383917576516,1171.7471445962742,False,,13.818439977104587
130,-7.29318,112.635058,18.5,51.9767862523215,1185.7807938778053,False,,14.437996181200417
