time_s,lat,lon,ele_m,speed_kmh,dist_m,brake,event,speed_m_s
0,-7.286449,112.631457,23.5,122.84961533813183,16.776462307589558,False,,34.12489314948106
1,-7.286484,112.631739,23.0,82.1035846697779,48.122740612224064,True,,22.806551297160528
2,-7.28649375,112.63184625,23.0625,0.0,60.001665912496065,True,,0.0
3,-7.2865035,112.6319535,23.125,0.0,71.88059121276807,False,,0.0
4,-7.28651325,112.63206075,23.1875,0.0,83.75951651304007,False,,0.0
5,-7.286523,112.632168,23.25,0.0,95.63844181331206,False,,0.0
6,-7.2865302,112.6322714,23.35,14.079966572195039,107.07121240642994,False,,3.911101825609733
7,-7.286537399999999,112.6323748,23.45,30.000931019034553,118.5039829995478,False,,8.33359194973182
8,-7.2865446,112.6324782,23.55,46.082626089457214,129.93675359266567,False,,12.800729469293671
9,-7.2865518,112.6325816,23.65,65.07307361973979,141.36952418578355,False,,18.075853783261053
10,-7.286559,112.632685,23.75,80.38644762407611,152.80229477890143,False,,22.329568784465586
11,-7.286568,112.63281,23.75,83.84887748606677,166.6256850554894,False,,23.29135485724077
12,-7.286588999999999,112.633069,23.75,88.36515807311284,195.28786872221343,False,,24.545877242531343
13,-7.28661,112.633328,23.75,88.1935363000889,223.95005238893748,False,,24.49820452780247
14,-7.286623,112.633467,23.5,88.32352914885456,239.3493217339014,False,,24.5343136524596
15,-7.286635666666666,112.63360033333333,23.166666666666668,15.88596374560174,254.1228708634289,True,,4.412767707111595
16,-7.286648333333333,112.63373366666666,22.833333333333332,15.88596374560174,268.89641999295634,False,,4.412767707111595
17,-7.286661,112.633867,22.5,15.88596374560174,283.66996912248385,False,,4.412767707111595
18,-7.28667025,112.63396474999999,22.3125,32.62256435168856,294.5004428865667,False,,9.0618234310246
19,-7.2866795,112.6340625,22.125,46.17579350475377,305.3309166506496,False,,12.826609306876048
20,-7.28668875,112.63416025000001,21.9375,60.18421424932722,316.16139041473247,False,,16.717837291479782
21,-7.286698,112.634258,21.75,71.97549107783999,326.9918641788154,False,,19.993191966066664
22,-7.28670925,112.63445525,21.5625,76.2859202691838,348.7838620488486,False,,21.190533408106614
23,-7.2867205,112.6346525,21.375,78.19965181055578,370.57585991888186,False,,21.722125502932162
24,-7.28673175,112.63484975,21.1875,83.54375711930079,392.3678577889151,False,,23.206599199805776
25,-7.286743,112.635047,21.0,93.0053534486733,414.15985565894835,False,,25.83482040240925
26,-7.286692,112.635175,21.0,93.67403669834313,429.37424349464555,False,,26.020565749539756
27,-7.286677,112.635269,21.0,73.30892468085912,439.8754586169346,True,,20.36359018912753
28,-7.286681,112.635382,21.0,86.83446943902935,452.34694341803464,False,,24.12068595528593
29,-7.286691,112.635465,21.0,69.929001282889,461.5688699682661,True,,19.42472257858028
30,-7.286911,112.635434,21.75,77.07701318570157,486.26955089523034,False,,21.41028144047266
31,-7.2871262,112.6353978,22.45,79.35278844960901,510.5295203443265,False,,22.042441236002503
32,-7.2873414,112.63536160000001,23.15,85.10253879141857,534.7894897934227,False,,23.63959410872738
33,-7.2875566,112.6353254,23.85,83.77139878844282,559.0494592425188,False,,23.269832996789674
34,-7.2877718,112.6352892,24.55,88.61041571912365,583.309428691615,False,,24.614004366423234
35,-7.287987,112.635253,25.25,86.2870036209643,607.5693981407111,False,,23.968612116934526
36,-7.2881155,112.635237,26.0,40.36642443509366,621.9665135019181,True,,11.212895676414906
37,-7.288244,112.635221,26.75,40.36642443509366,636.3636288631253,False,,11.212895676414906
38,-7.2884131,112.6352085,26.775,47.64661636483486,655.2171688180184,False,,13.235171212454128
39,-7.2885822,112.63519600000001,26.8,50.72995080836153,674.0707087729116,False,,14.091653002322646
40,-7.2887512999999995,112.6351835,26.825,52.953067967628996,692.9242487278048,False,,14.70918554656361
41,-7.288920399999999,112.635171,26.85,59.45039450234249,711.7777886826979,False,,16.513998472872913
